dates,ID,content,rt,like
2023-12-07,Elon Musk@elonmusk,Community Notes expands to more countries,2.4K,18K
2023-12-07,Elon Musk@elonmusk,Crazy that Disney has to be sued to stop this terrible behavior,34K,129K
2023-12-07,Elon Musk@elonmusk,"Improved streaming on 𝕏.

I will test this out by streaming Diablo Abattoir of Zir around 10pm CT tonight!",3K,20K
2023-12-11,Elon Musk@elonmusk,Grok is wise,6.3K,58K
2023-12-11,Elon Musk@elonmusk,Shocker ,19K,106K
2023-12-11,Elon Musk@elonmusk,"If civilization fails, nothing else matters",18K,161K
2023-12-11,Elon Musk@elonmusk,Damn brain,23K,228K
2023-12-11,Elon Musk@elonmusk,"Evolution and Entropy.

There are lies, there are damn lies and then there Statistical Mechanics.",7.1K,49K
2023-12-11,Elon Musk@elonmusk,Found the video,20K,188K
2023-12-12,Elon Musk@elonmusk,One year later …,7.1K,60K
2023-12-12,Elon Musk@elonmusk,Launch Complex 40 at Cape Canaveral,14K,158K
2023-12-12,Elon Musk@elonmusk,"Tier 8 Abattoir of Zir, no Uber uniques, ToB Glyph at 6, AoZ Alpha Pets build",456,20K
2023-12-12,Elon Musk@elonmusk,Always admired alliteration advocates,14K,76K
2023-12-13,Elon Musk@elonmusk,Optimus,47K,261K
2023-12-19,Elon Musk@elonmusk,Growth is strong,11K,91K
2023-12-20,Elon Musk@elonmusk,But have you tried speedrunning speedrunning?,5.4K,51K
2023-12-20,Elon Musk@elonmusk,Free speech is the bedrock of democracy,67K,401K
2023-12-21,Elon Musk@elonmusk,𝕏 Spaces with Cathie Wood in ~3 hours,4.9K,32K
2023-12-21,Elon Musk@elonmusk,TED talks on 𝕏!,6K,48K
2023-12-22,Elon Musk@elonmusk,Starlink has done good for the world,9.9K,82K
2023-12-22,Elon Musk@elonmusk,Starlink now available in Paraguay!,12K,100K
2023-12-22,Elon Musk@elonmusk,Starship Flight 3 static fire test,19K,216K
2023-12-24,Elon Musk@elonmusk,Connecting the world,8.4K,61K
2023-12-25,Elon Musk@elonmusk,Merry Christmas!  ,20K,260K
2023-12-25,Elon Musk@elonmusk,"From an amazing Michael Crichton talk:

“Media carries with it a credibility that is totally undeserved. You have all experienced this, in what I call the Murray Gell-Mann Amnesia effect. (I refer to it by this name because I once
discussed it with Murray Gell-Mann, and by…",24K,101K
2024-01-03,Elon Musk@elonmusk,First launch of Starlink Direct-to-Phone satellites,6.3K,36K
2024-01-03,Elon Musk@elonmusk,"This will allow for mobile phone connectivity anywhere on Earth.

Note, this only supports ~7Mb per beam and the beams are very big, so while this is a great solution for locations with no cellular connectivity, it is not meaningfully competitive with existing terrestrial…",13K,100K
2024-01-03,Elon Musk@elonmusk,Today is the first day of the rest of your life,40K,349K
2024-01-03,Elon Musk@elonmusk,This is how we create Tesla products,11K,92K
2024-01-03,Elon Musk@elonmusk,DEI is just another word for racism. Shame on anyone who uses it.,24K,140K
2024-01-03,Elon Musk@elonmusk,The @AP has the woke mind virus growing out of its head like a giant mushroom!,27K,167K
2024-01-03,Elon Musk@elonmusk,"DEI, because it discriminates on the basis of race, gender and many other factors, is not merely immoral, it is also illegal",36K,220K
2024-01-03,Elon Musk@elonmusk,"Completed Tier 24 in Diablo's Abattoir of Zir.

But, as the video shows, I had less than a minute left, so definitely need to increase damage significantly to clear Tier 25, where monsters have ~3X health.

Full glass cannon is the only option!",660,21K
2024-01-04,Elon Musk@elonmusk,Discussion with Peter Diamandis,2K,14K
2024-01-04,Elon Musk@elonmusk,"Even though Internet Archive has a ton of negative bs about me, it is still a public good that should exist.

Support the Internet Archive!",7.3K,50K
